Project,Task,Changed files,TestI,TextI 
https://github.com/sharetribe/sharetribe,2440,"[config/locales/ca.yml, config/locales/de-bl.yml, config/locales/de-rc.yml, config/locales/de.yml, config/locales/devise.fr.yml, config/locales/el.yml, config/locales/en-at.yml, config/locales/en-bd.yml, config/locales/en-bf.yml, config/locales/en-bl.yml, config/locales/en-cf.yml, config/locales/en-qr.yml, config/locales/en-rc.yml, config/locales/en-sb.yml, config/locales/en-ul.yml, config/locales/en-un.yml, config/locales/en-vg.yml, config/locales/en.yml, config/locales/es-ES.yml, config/locales/es-rc.yml, config/locales/es.yml, config/locales/faq/faq.fr.yml, config/locales/fi.yml, config/locales/fr-at.yml, config/locales/fr-bd.yml, config/locales/fr-rc.yml, config/locales/fr.yml, config/locales/hr.yml, config/locales/hu.yml, config/locales/it.yml, config/locales/lv.yml, config/locales/nl.yml, config/locales/pt-BR.yml, config/locales/ro.yml, config/locales/ru.yml, config/locales/sv.yml, config/locales/sw.yml, config/locales/vi.yml, config/locales/zh.yml, .travis.yml, app/assets/stylesheets/main.css.scss, app/assets/stylesheets/views/_account-settings.css.scss, app/controllers/emails_controller.rb, app/controllers/organizations_controller.rb, app/helpers/application_helper.rb, app/models/listing.rb, app/models/organization.rb, app/models/organization_membership.rb, app/models/person.rb, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_listing_bubble.haml, app/views/homepage/_recent_listing.haml, app/views/listings/form/_organization.haml, app/views/listings/show.haml, app/views/organizations/_additional_organizations.haml, app/views/organizations/_form.haml, app/views/organizations/_organization.haml, app/views/organizations/_profile_organization.haml, app/views/organizations/edit.haml, app/views/organizations/index.haml, app/views/organizations/new.haml, app/views/organizations/show.haml, app/views/settings/account.haml, config/cucumber.yml, config/environments/test.rb, config/routes.rb, features/invitations/user_joins_invite_only_community.feature, features/settings/user_changes_email_address.feature, features/step_definitions/organization_steps.rb, features/step_definitions/payment_steps.rb, spec/factories.rb]","[app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/invitation.rb, app/models/person.rb, app/models/poll.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/layouts/_left_hand_navigation.haml, app/views/person_mailer/_settings_and_unsubscribe_links.html.haml, app/views/settings/_community_updates_radiobutton.haml, app/views/settings/_notification_checkbox.haml, app/views/settings/account.haml, app/views/settings/notifications.haml, app/views/settings/payments.haml, app/views/settings/profile.haml, app/views/settings/unsubscribe.haml, lib/np_guid/uuidtools.rb]",[features/invitations/user_joins_invite_only_community.feature]
https://github.com/sharetribe/sharetribe,2458,"[Gemfile, Gemfile.lock, config/deploy.rb, lib/recipes/delayed_job.rb, .travis.yml, app/controllers/settings_controller.rb, app/controllers/application_controller.rb, features/organizations/user_creates_a_new_listing_with_payment.feature, app/controllers/statistics_controller.rb, app/views/statistics/_statistics.haml, app/views/statistics/index.haml]","[app/controllers/admin/emails_controller.rb, app/controllers/admin/news_items_controller.rb, app/controllers/admin/polls_controller.rb, app/controllers/api/comments_controller.rb, app/controllers/api/conversations_controller.rb, app/controllers/api/devices_controller.rb, app/controllers/api/listings_controller.rb, app/controllers/api/tokens_controller.rb, app/controllers/comments_controller.rb, app/controllers/communities_controller.rb, app/controllers/community_memberships_controller.rb, app/controllers/confirmations_controller.rb, app/controllers/contact_requests_controller.rb, app/controllers/conversations_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/feedbacks_controller.rb, app/controllers/homepage_controller.rb, app/controllers/invitations_controller.rb, app/controllers/listings_controller.rb, app/controllers/mercury/images_controller.rb, app/controllers/messages_controller.rb, app/controllers/news_items_controller.rb, app/controllers/organizations_controller.rb, app/controllers/people_controller.rb, app/controllers/poll_answers_controller.rb, app/controllers/sessions_controller.rb, app/controllers/testimonials_controller.rb, app/models/community.rb, app/models/contact_request.rb, app/models/payment_gateway.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]",[config/locales/en.yml]
https://github.com/sharetribe/sharetribe,2461,"[app/controllers/email_controller.rb, config/locales/en.yml, Guardfile, app/assets/javascripts/kassi.js, app/controllers/people_controller.rb, app/controllers/settings_controller.rb, app/models/person.rb, app/views/sessions/_confirmation_form.haml, features/communities/user_joins_another_community.feature, features/invitations/user_joins_invite_only_community.feature, features/organizations/user_creates_a_new_listing_with_payment.feature, features/people/user_creates_a_new_account.feature, features/sessions/facebook_connect.feature, features/settings/user_changes_email_address.feature, features/step_definitions/email_steps.rb, features/step_definitions/organization_steps.rb, features/step_definitions/user_steps.rb, spec/factories.rb, spec/fixtures/emails.yml, spec/fixtures/people.yml, test/helper_modules.rb, app/controllers/api/tokens_controller.rb, spec/controllers/api/tokens_controller_spec.rb, app/controllers/api/people_controller.rb, app/mailers/person_mailer.rb, app/models/community.rb, app/views/api/people/show.json.rabl, spec/controllers/api/people_controller_spec.rb, spec/controllers/people_controller_spec.rb, spec/mailers/person_mailer_spec.rb, spec/models/person_spec.rb, spec/spec_helper.rb]","[app/controllers/admin/emails_controller.rb, app/controllers/admin/news_items_controller.rb, app/controllers/admin/polls_controller.rb, app/controllers/api/comments_controller.rb, app/controllers/api/conversations_controller.rb, app/controllers/api/devices_controller.rb, app/controllers/api/listings_controller.rb, app/controllers/api/people_controller.rb, app/controllers/api/tokens_controller.rb, app/controllers/comments_controller.rb, app/controllers/communities_controller.rb, app/controllers/community_memberships_controller.rb, app/controllers/confirmations_controller.rb, app/controllers/contact_requests_controller.rb, app/controllers/conversations_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/feedbacks_controller.rb, app/controllers/homepage_controller.rb, app/controllers/invitations_controller.rb, app/controllers/listings_controller.rb, app/controllers/mercury/images_controller.rb, app/controllers/messages_controller.rb, app/controllers/news_items_controller.rb, app/controllers/organizations_controller.rb, app/controllers/people_controller.rb, app/controllers/poll_answers_controller.rb, app/controllers/sessions_controller.rb, app/controllers/testimonials_controller.rb, app/helpers/application_helper.rb, app/models/community.rb, app/models/community_membership.rb, app/models/contact_request.rb, app/models/email.rb, app/models/invitation.rb, app/models/payment_gateway.rb, app/models/person.rb, app/models/poll.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/index.haml, app/views/layouts/_facebook_connect_button.haml, app/views/layouts/_grid_item_listing_image.haml, app/views/people/_help_texts.haml, app/views/people/new.haml, lib/np_guid/uuidtools.rb]","[app/models/person.rb, config/locales/fi.yml]"
https://github.com/sharetribe/sharetribe,2464,"[app/controllers/listings_controller.rb, app/mailers/person_mailer.rb, app/views/layouts/email.html.haml, app/views/person_mailer/payment_settings_reminder.html.haml, config/locales/en.yml, config/locales/fi.yml, config/locales/organizations/fi.yml, features/listings/user_creates_a_new_listing.feature, features/organizations/user_creates_a_new_listing_with_payment.feature, features/step_definitions/email_steps.rb, features/step_definitions/listing_steps.rb, features/step_definitions/organization_steps.rb, spec/mailers/person_mailer_spec.rb, lib/tasks/deploy.rake, RELEASE_NOTES.md, VERSION]","[app/controllers/admin/emails_controller.rb, app/controllers/admin/news_items_controller.rb, app/controllers/admin/polls_controller.rb, app/controllers/api/comments_controller.rb, app/controllers/api/conversations_controller.rb, app/controllers/api/devices_controller.rb, app/controllers/api/listings_controller.rb, app/controllers/api/tokens_controller.rb, app/controllers/comments_controller.rb, app/controllers/communities_controller.rb, app/controllers/community_memberships_controller.rb, app/controllers/confirmations_controller.rb, app/controllers/contact_requests_controller.rb, app/controllers/conversations_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/feedbacks_controller.rb, app/controllers/homepage_controller.rb, app/controllers/invitations_controller.rb, app/controllers/listings_controller.rb, app/controllers/mercury/images_controller.rb, app/controllers/messages_controller.rb, app/controllers/news_items_controller.rb, app/controllers/organizations_controller.rb, app/controllers/people_controller.rb, app/controllers/poll_answers_controller.rb, app/controllers/sessions_controller.rb, app/controllers/testimonials_controller.rb, app/models/community.rb, app/models/contact_request.rb, app/models/payment_gateway.rb, app/models/person.rb, app/views/dashboard/_contact_request_form.haml, app/views/dashboard/index.haml, app/views/homepage/_grid_item.haml, app/views/homepage/_list_item.haml, app/views/homepage/_map.haml, app/views/homepage/index.haml, app/views/layouts/_grid_item_listing_image.haml, lib/np_guid/uuidtools.rb]",[config/locales/en.yml]
https://github.com/sharetribe/sharetribe,2596,"[app/models/community.rb, app/helpers/application_helper.rb, app/controllers/community_memberships_controller.rb, app/views/layouts/_head.haml, app/views/layouts/dashboard.haml, features/listings/user_edits_his_own_listing.feature]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/listing.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml]","[app/controllers/application_controller.rb, config/locales/fi.yml, features/listings/user_creates_a_new_listing.feature, features/listings/user_edits_his_own_listing.feature]"
https://github.com/sharetribe/sharetribe,2608,"[app/assets/javascripts/googlemaps.js, app/assets/javascripts/kassi.js, app/assets/javascripts/kassi_dashboard.js, app/assets/javascripts/locales/en.json, app/assets/javascripts/locales/fi.json, app/assets/javascripts/sharetribe_common.js, app/assets/stylesheets/application.scss.erb, app/controllers/listings_controller.rb, app/helpers/people_helper.rb, app/views/comments/create.js.erb, app/views/layouts/application.haml, app/views/listings/_follow_links.haml, app/views/listings/_googlemap.haml, app/views/listings/follow.js.erb, app/views/listings/form/_javascripts.haml, app/views/listings/show.haml, app/views/payments/_payment_row.haml, app/views/people/_googlemap.haml, app/views/people/show.haml, app/views/settings/profile.haml, config/locales/en.yml, config/locales/fi.yml, features/invitations/user_invites_another_user.feature, features/people/user_views_profile_page.feature, app/views/communities/_new_tribe_form.haml]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/listing.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/listings/_displayed_price.haml, app/views/listings/_share_type_link.haml, app/views/sessions/new.haml]","[app/stylesheets/style.scss, config/locales/fi.yml, public/stylesheets/compiled/style.css, spec/fixtures/communities.yml]"
https://github.com/sharetribe/sharetribe,2615,"[app/assets/stylesheets/application.scss.erb, app/views/people/_testimonial.haml, app/views/person_mailer/community_updates.html.haml, config/locales/en.yml, config/locales/fi.yml, app/views/listings/new.js.erb, features/people/user_creates_a_new_account.feature]","[app/controllers/api/people_controller.rb, app/controllers/people_controller.rb, app/helpers/application_helper.rb, app/models/community.rb, app/models/person.rb, app/views/layouts/_facebook_connect_button.haml, app/views/people/_help_texts.haml, app/views/people/new.haml]","[config/config.example.yml, config/locales/en.yml, config/locales/fi.yml, features/people/user_creates_a_new_account.feature]"
https://github.com/sharetribe/sharetribe,2628,"[app/controllers/communities_controller.rb, app/controllers/community_memberships_controller.rb, app/controllers/confirmations_controller.rb, app/controllers/people_controller.rb, app/helpers/email_helper.rb, app/mailers/person_mailer.rb, app/models/community.rb, app/models/community_membership.rb, app/models/organization.rb, app/models/person.rb, app/views/community_memberships/new.haml, app/views/sessions/_confirmation_form.haml, config/locales/en.yml, config/locales/fi.yml, config/locales/organizations/en.yml, config/locales/organizations/fi.yml, features/organizations/user_joins_an_organization.feature, spec/fixtures/communities.yml]","[app/controllers/api/people_controller.rb, app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/people_controller.rb, app/controllers/sessions_controller.rb, app/helpers/application_helper.rb, app/models/community.rb, app/models/community_membership.rb, app/models/person.rb, app/models/poll.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/layouts/_facebook_connect_button.haml, app/views/listings/_displayed_price.haml, app/views/listings/_share_type_link.haml, app/views/people/_help_texts.haml, app/views/people/new.haml, app/views/sessions/new.haml]","[app/controllers/organizations_controller.rb, app/models/community.rb, config/locales/fi.yml, features/organizations/user_joins_an_organization.feature]"
https://github.com/sharetribe/sharetribe,2636,"[app/assets/javascripts/locales/fr.json, config/locales/ca.yml, config/locales/de.yml, config/locales/devise.hu.yml, config/locales/el.yml, config/locales/en.yml, config/locales/es-ES.yml, config/locales/es.yml, config/locales/faq/faq.hu.yml, config/locales/fr.yml, config/locales/hu.yml, config/locales/it.yml, config/locales/lv.yml, config/locales/nl.yml, config/locales/ro.yml, config/locales/ru.yml, config/locales/sv.yml, config/locales/sw.yml, config/locales/vi.yml, config/locales/zh.yml, app/models/listing.rb, config/initializers/oneline_detailed_logging.rb, app/views/people/show.haml, config/locales/organizations/fi.yml, config/config.example.yml, features/organizations/modify_or_add_organizations.feature, features/organizations/user_joins_an_organization.feature, features/step_definitions/community_steps.rb, features/step_definitions/organization_steps.rb, features/step_definitions/user_steps.rb, features/support/paths.rb, config/unicorn.rb, public/errors/503.html, app/views/homepage/_recent_listing.haml, app/views/listings/show.haml, config/locales/fi.yml, Gemfile, Gemfile.lock, app/models/listing_image.rb, db/migrate/20130514214222_add_image_processing_to_listing_image.rb, db/schema.rb, public/images/medium/processing.png, app/assets/stylesheets/application.scss.erb, app/assets/stylesheets/font-awesome.min.css, app/models/community.rb, app/assets/stylesheets/font-awesome_min.css, app/controllers/organizations_controller.rb, app/models/organization.rb, app/views/organizations/_profile_organization.haml, app/helpers/scss_helper.rb, app/controllers/people_controller.rb, app/views/people/new.haml, config/routes.rb]","[app/controllers/api/people_controller.rb, app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/people_controller.rb, app/helpers/application_helper.rb, app/models/community.rb, app/models/community_membership.rb, app/models/organization.rb, app/models/organization_membership.rb, app/models/person.rb, app/models/poll.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/layouts/_facebook_connect_button.haml, app/views/people/_help_texts.haml, app/views/people/new.haml]",[config/locales/fi.yml]
https://github.com/sharetribe/sharetribe,2657,"[app/assets/javascripts/kassi.js, app/controllers/organizations_controller.rb, app/controllers/payments_controller.rb, app/models/organization.rb, app/views/community_memberships/new.haml, app/views/listings/form/_title.haml, app/views/organizations/_form.haml, config/config.example.yml, config/locales/organizations/en.yml, config/locales/organizations/fi.yml, features/organizations/user_joins_an_organization.feature, features/step_definitions/organization_steps.rb, app/models/location.rb, spec/models/location_spec.rb, db/migrate/20130329080756_update_conversation_statuses.rb, db/migrate/20130329081612_clear_old_delayed_jobs.rb, db/schema.rb, app/controllers/comments_controller.rb, app/helpers/categories_helper.rb, app/jobs/conversation_accepted_job.rb, app/models/community.rb, app/models/conversation.rb, app/models/listing.rb, app/models/payment.rb, app/views/conversations/accept.haml, app/views/payments/new.haml, config/locales/en.yml, config/locales/fi.yml, config/routes.rb, db/migrate/20130328124654_create_payments.rb, db/migrate/20130328155825_add_payment_to_community_categories.rb, spec/models/payment_spec.rb]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/organization.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/listings/_displayed_price.haml, app/views/listings/_share_type_link.haml, app/views/sessions/new.haml]",[config/locales/fi.yml]
https://github.com/sharetribe/sharetribe,2671,"[features/listings/user_browses_listings.feature, features/listings/user_creates_a_new_listing.feature, features/ridesharing/user_browses_offered_rides.feature, features/step_definitions/listing_steps.rb, features/support/env.rb, test/helper_modules.rb, app/controllers/api/conversations_controller.rb, spec/controllers/api/badges_controller_spec.rb]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/listing.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/listings/_share_type_link.haml, app/views/sessions/new.haml]",[spec/fixtures/communities.yml]
https://github.com/sharetribe/sharetribe,2674,"[app/views/listings/new.haml, features/listings/user_creates_a_new_listing.feature, app/controllers/homepage_controller.rb, app/helpers/conversations_helper.rb, app/models/listing.rb, app/views/listings/_message_links.haml, app/views/listings/form/_valid_until.haml, db/migrate/20130218070405_update_missing_share_types.rb, db/schema.rb, features/step_definitions/listing_steps.rb, app/controllers/api/devices_controller.rb, app/controllers/api/listings_controller.rb, app/controllers/listings_controller.rb, app/models/category.rb, app/models/classification.rb, app/models/share_type.rb, app/views/api/listings/show.json.rabl, db/migrate/20130217121320_rename_old_categorization_columns.rb, features/step_definitions/badge_steps.rb, lib/tasks/sharetribe.rake, lib/tasks/test_seed.rake, spec/controllers/api/conversations_controller_spec.rb, spec/controllers/api/listings_controller_spec.rb, spec/factories.rb, spec/mailers/person_mailer_spec.rb, spec/models/listing_spec.rb, spec/spec_helper.rb, test/helper_modules.rb, test/performance/browsing_test.rb, .rspec, app/models/person.rb, app/helpers/listings_helper.rb, app/jobs/listing_created_job.rb, app/jobs/testimonial_given_job.rb, app/views/api/listings/index.atom.builder, app/views/event_feed_events/_accept.haml, app/views/listings/_share_type_link.haml, app/views/listings/edit.haml, app/views/listings/form/_form_content.haml, app/views/listings/form/_send_button.haml, app/views/listings/form/_title.haml, app/views/listings/show.haml, app/views/people/_testimonial.haml, features/step_definitions/conversation_steps.rb, spec/controllers/sms_controller_spec.rb, app/jobs/conversation_accepted_job.rb, app/helpers/categories_helper.rb, app/models/category_translation.rb, app/models/share_type_translation.rb, config/locales/en.yml, db/migrate/20130213150133_add_default_categories.rb, db/migrate/20130213160145_link_listings_to_new_categories_and_share_types.rb, db/seeds.rb]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/conversation.rb, app/models/listing.rb, app/models/participation.rb, app/models/person.rb, app/models/testimonial.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/listings/_share_type_link.haml, app/views/sessions/new.haml, lib/np_guid/uuidtools.rb]",[app/models/listing.rb]
https://github.com/sharetribe/sharetribe,2680,"[app/assets/javascripts/kassi.js, app/assets/stylesheets/application.scss, app/models/listing.rb, app/views/listings/new.haml, app/helpers/listings_helper.rb, config/locales/en.yml, features/listings/user_creates_a_new_listing.feature]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/sessions/new.haml]",[app/models/listing.rb]
https://github.com/sharetribe/sharetribe,2686,"[.gitignore, Gemfile, Gemfile.lock, config/environments/test.rb, features/communities/user_creates_a_new_community.feature, features/step_definitions/email_steps.rb, features/step_definitions/web_steps.rb, features/support/env.rb, features/support/pickle.rb, app/controllers/people_controller.rb, app/models/person.rb, app/controllers/homepage_controller.rb, app/views/homepage/index.haml, lib/tasks/sharetribe.rake]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/sessions/new.haml, lib/np_guid/uuidtools.rb]","[config/locales/en.yml, config/locales/fi.yml, features/communities/user_creates_a_new_community.feature]"
https://github.com/sharetribe/sharetribe,2691,"[features/invitations/user_invites_another_user.feature, features/support/paths.rb, spec/mailers/person_mailer_spec.rb, app/controllers/invitations_controller.rb, app/helpers/application_helper.rb, app/views/invitations/new.haml, app/views/layouts/application.haml, app/views/people/index.haml, app/views/person_mailer/welcome_email.html.haml, config/routes.rb]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/sessions/new.haml]","[app/helpers/application_helper.rb, config/locales/en.yml, config/locales/fi.yml]"
https://github.com/sharetribe/sharetribe,2695,"[app/mailers/person_mailer.rb, app/models/community.rb, app/views/person_mailer/invitation_to_kassi.html.haml, config/locales/en.yml, config/locales/fi.yml, app/controllers/community_memberships_controller.rb, app/controllers/people_controller.rb, app/views/community_memberships/new.haml, features/sessions/facebook_connect.feature, features/step_definitions/community_steps.rb, spec/mailers/person_mailer_spec.rb]","[app/controllers/api/people_controller.rb, app/controllers/homepage_controller.rb, app/controllers/people_controller.rb, app/controllers/sessions_controller.rb, app/helpers/application_helper.rb, app/models/community.rb, app/models/community_membership.rb, app/models/invitation.rb, app/models/person.rb, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/layouts/_facebook_connect_button.haml, app/views/layouts/_permanent_notification.haml, app/views/people/_help_texts.haml, app/views/people/new.haml, app/views/sessions/new.haml]",[features/sessions/facebook_connect.feature]
https://github.com/sharetribe/sharetribe,2723,"[app/controllers/testimonials_controller.rb, app/views/settings/account.haml, features/people/user_views_profile_page.feature, features/sessions/user_requests_new_password.feature, features/settings/user_changes_email_address.feature, features/settings/user_changes_password.feature, features/settings/user_changes_profile.photo.feature, features/settings/user_updates_profile_information.feature, features/testimonials/user_views_testimonials.feature]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/conversation.rb, app/models/listing.rb, app/models/person.rb, app/models/testimonial.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/sessions/new.haml]","[app/stylesheets/style.scss, config/locales/fi.yml]"
https://github.com/sharetribe/sharetribe,2725,"[app/controllers/people_controller.rb, app/controllers/sessions_controller.rb, app/views/layouts/application.haml, config/routes.rb, features/sessions/facebook_connect.feature, public/images/small/missing.png]","[app/controllers/homepage_controller.rb, app/controllers/sessions_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/views/homepage/_filter_categories.haml, app/views/homepage/_filter_share_types.haml, app/views/homepage/_map.haml, app/views/homepage/_recent_listing.haml, app/views/homepage/index.haml, app/views/sessions/new.haml]","[app/helpers/application_helper.rb, app/models/person.rb, config/locales/en.yml, config/locales/fi.yml]"
https://github.com/sharetribe/sharetribe,2756,"[RELEASE_NOTES.md, VERSION, config/locales/es.yml, config/locales/faq/faq.es.yml, config/locales/faq/faq.sv.yml, config/locales/fi.yml, config/locales/ru.yml, config/application.rb, config/locales/ca.yml, config/locales/de.yml, config/locales/el.yml, config/locales/en.yml, config/locales/es-ES.yml, config/locales/fr.yml, config/locales/it.yml, config/locales/lv.yml, config/locales/nl.yml, config/locales/ro.yml, config/locales/sw.yml, config/locales/vi.yml, config/locales/zh.yml, app/controllers/settings_controller.rb, app/mailers/person_mailer.rb, app/models/person.rb, db/migrate/20121218125831_change_community_update_email_settings.rb, db/schema.rb, spec/controllers/settings_controller_spec.rb, .gitignore, app/models/listing_image.rb, public/system/paperclip_attachments.yml, app/views/person_mailer/_community_update_listing.html.haml, app/views/person_mailer/_community_update_listing_image_no_description.haml, config/locales/faq/faq.el.yml, app/views/dashboard/_footer.haml, app/assets/javascripts/kassi.js, app/assets/stylesheets/style.css.scss, app/views/settings/_community_updates_radiobutton.haml, app/views/settings/notifications.haml, features/settings/user_changes_notification_settings.feature, app/helpers/listings_helper.rb, app/controllers/application_controller.rb, app/helpers/application_helper.rb, app/views/settings/unsubscribe.haml, spec/controllers/application_controller_spec.rb, communities/default/about/about.ru.haml, config/locales/faq/faq.ru.yml, app/views/person_mailer/community_updates.html.haml, config/routes.rb, spec/controllers/people_controller_spec.rb, test/helper_modules.rb, spec/models/listing_spec.rb, Gemfile, Gemfile.lock, app/controllers/homepage_controller.rb, app/models/auth_token.rb, app/models/community.rb, db/migrate/20121212145626_create_auth_tokens.rb, db/migrate/20121214083430_add_community_updates_fields_to_people.rb, spec/mailers/person_mailer_spec.rb, spec/spec_helper.rb]","[app/controllers/application_controller.rb, app/controllers/dashboard_controller.rb, app/models/community.rb, app/models/community_membership.rb, app/models/person.rb, app/views/dashboard/_footer.haml, app/views/dashboard/_header.haml, app/views/dashboard/_lower_middle.haml, app/views/dashboard/api.haml, app/views/dashboard/faq.haml, app/views/dashboard/index.haml]",[config/locales/fi.yml]
